Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Nose","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105924807/the-nose,3.9,-1,"Trad, Aid","5.9 C2",31,3000,37.73051,-119.63828
"Snake Dike","3. Southwest Face > D. Half Dome > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105836362/snake-dike,3.6,-1,Trad,"5.7 R",8,2000,37.73971,-119.54003
"Regular Northwest Face of Half Dome (RNWF)","1. Northwest Face > D. Half Dome > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105912416/regular-northwest-face-of-half-dome-rnwf,3.9,-1,"Trad, Aid","5.9 C1",23,2200,37.74685,-119.5336
"Southeast Buttress","Southeast Slopes > Cathedral Peak > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105835705/southeast-buttress,3.8,-1,"Trad, Alpine",5.6,5,700,37.84705,-119.40453
Freerider,"2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106261545/freerider,3.9,-1,Trad,"5.13a PG13",30,3300,37.73051,-119.63828
"Salathé Wall","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106154042/salathe-wall,4.0,-1,"Trad, Aid","5.9 C2",35,3500,37.73051,-119.63828
Astroman,"I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105845493/astroman,4.0,-1,Trad,5.11c,10,1000,37.74778,-119.559
"Matthes Crest Traverse - South to North","Matthes Crest > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106008982/matthes-crest-traverse-south-to-north,3.9,-1,"Trad, Alpine",5.7,1,2500,37.8186,-119.3992
"The North Face","Ba. The Rostrum > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105863822/the-north-face,4.0,-1,Trad,5.11c,8,700,37.71848,-119.70799
"*CLOSED FOR SAFETY* Sons of Yesterday","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862915/closed-for-safety-sons-of-yesterday,3.9,-1,Trad,5.10-,6,600,37.74873,-119.57265
"Separate Reality","Ak. Wildcat Falls & Above the Cookie > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874590/separate-reality,4.0,-1,Trad,5.12a,1,50,37.7202,-119.71946
"*CLOSED FOR SAFETY * Serenity Crack","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862912/closed-for-safety-serenity-crack,3.9,-1,Trad,"5.10d PG13",3,350,37.74873,-119.57265
"Central Pillar of Frenzy","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862930/central-pillar-of-frenzy,3.8,-1,Trad,5.9,5,500,37.7165,-119.6363
"Tenaya, Matthes, Cathedral Traverse","Cathedral Range Enchainments > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107677399/tenaya-matthes-cathedral-traverse,4.0,-1,"Trad, Alpine",5.7,1,4700,37.82733,-119.37442
"West Ridge","Mt. Conness > Glen Aulin Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106167844/west-ridge,3.8,-1,"Trad, Alpine",5.6,10,1500,37.96688,-119.32128
Steck-Salathe,"M. Sentinel Rock > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862873/steck-salathe,3.8,-1,Trad,5.10-,15,,37.72958,-119.59381
Freeblast,"2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105991737/freeblast,3.6,-1,Trad,5.11,10,950,37.73051,-119.63828
Oz,"Drug Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862944/oz,3.9,-1,Trad,5.10d,5,600,37.86461,-119.42215
"The Nutcracker Suite (aka Nutcracker)","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105833505/the-nutcracker-suite-aka-nutcracker,3.6,-1,Trad,5.8,5,500,37.73059,-119.619
"Regular Route","North Face > Fairview Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105847227/regular-route,3.7,-1,Trad,5.9,12,1000,37.87279,-119.40427
Butterballs,"The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105936538/butterballs,3.9,-1,Trad,5.11c,1,80,37.71772,-119.71881
"Royal Arches (5.10- or 5.7 A0)","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862881/royal-arches-510-or-57-a0,3.4,-1,"Trad, Aid","5.10- A0",15,2000,37.74724,-119.57128
"Mr. Natural","6. GPA - Right Side > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105954972/mr-natural,3.9,-1,Trad,5.10+,1,160,37.7337,-119.56956
"Lurking Fear","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106110258/lurking-fear,3.5,-1,"Trad, Aid","5.7 C2",19,2000,37.73051,-119.63828
"Blues Riff","Phobos/Deimos Cliff > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862969/blues-riff,3.9,-1,Trad,5.11,2,250,37.84976,-119.44817
"Sacherer Cracker","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105945535/sacherer-cracker,3.8,-1,Trad,5.10a,1,150,37.73009,-119.63786
"On the Lamb","West Face of the Lamb > Lamb Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862991/on-the-lamb,3.8,-1,Trad,5.9,4,,37.86932,-119.42588
"Lunatic Fringe","Reed's Pinnacle > At. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870727/lunatic-fringe,3.9,-1,Trad,5.10c,1,140,37.72439,-119.70063
"Outer Limits","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874465/outer-limits,3.8,-1,Trad,5.10c,3,190,37.71772,-119.71881
"East Buttress","4. East Buttress > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105833467/east-buttress,3.5,-1,Trad,5.10b,9,1200,37.73,-119.62548
"Lost Arrow Tip","Lost Arrow Spire > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105912192/lost-arrow-tip,3.8,-1,"Trad, Aid","5.7 C2",2,250,37.75604,-119.5941
"Catchy Corner","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105991865/catchy-corner,3.9,-1,Trad,5.11a,1,115,37.71772,-119.71881
Crack-a-Go-Go,"The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105872888/crack-a-go-go,3.9,-1,Trad,"5.11c PG13",1,105,37.71772,-119.71881
Voyager,"Fifi Buttress > Q. Leaning Tower Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109039598/voyager,3.8,-1,Trad,5.11c,7,700,37.71073,-119.65013
"The Moratorium","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874604/the-moratorium,3.8,-1,Trad,5.11b,4,,37.72843,-119.62458
"Salathe (pitch 1)","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870703/salathe-pitch-1,3.8,-1,Trad,5.10c,1,160,37.72875,-119.63724
"East Buttress","6. Middle Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915125/east-buttress,3.6,-1,"Trad, Aid","5.10c A0",11,1100,37.7165,-119.6363
"Reed's Pinnacle-Direct Route","Reed's Pinnacle > At. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105865301/reeds-pinnacle-direct-route,3.7,-1,Trad,5.10a,3,,37.72439,-119.70063
"Red Zinger","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106026258/red-zinger,3.9,-1,Trad,5.11+,1,100,37.71772,-119.71881
"West Face","Leaning Tower > Q. Leaning Tower Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106187777/west-face,3.7,-1,"Trad, Aid","5.7 C2",11,1000,37.71281,-119.64769
"Bishops Terrace","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105872317/bishops-terrace,3.6,-1,Trad,5.8,1,150,37.74908,-119.58015
"Moby Dick Center","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870188/moby-dick-center,3.7,-1,Trad,5.10a,1,130,37.72875,-119.63724
"New Dimensions","Ad. Arch Rock > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105992537/new-dimensions,3.8,-1,Trad,5.11a,4,400,37.6893,-119.7334
"Crest Jewel (and Crest Jewel Direct)","J. North Dome > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862890/crest-jewel-and-crest-jewel-direct,3.7,-1,Trad,"5.10 R",14,1200,37.75783,-119.56211
"West Crack","West Face > DAFF Dome > DAFF Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105859422/west-crack,3.6,-1,Trad,5.9,5,430,37.8795,-119.41345
"South Face","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105847471/south-face,3.5,-1,"Trad, Aid","5.8 C1",11,1200,37.74778,-119.559
"Bombs over Tokyo (1st pitch)","West Face > DAFF Dome > DAFF Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106141398/bombs-over-tokyo-1st-pitch,3.8,-1,Trad,5.10c,1,105,37.8795,-119.41345
"Cookie Monster","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105992940/cookie-monster,3.7,-1,Sport,5.12a,1,,37.71772,-119.71881
Manana,"N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106615858/manana,3.8,-1,Trad,5.10d,1,120,37.72396,-119.60637
"Five and Dime","Au. Five and Dime Cliff > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870690/five-and-dime,3.7,-1,Trad,5.10d,1,80,37.72288,-119.69922
"Jo Jo","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106748196/jo-jo,3.8,-1,Trad,5.10b/c,1,85,37.74778,-119.559
"Northeast Buttress","5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862896/northeast-buttress,3.7,-1,Trad,"5.9+ PG13",11,900,37.71439,-119.63469
"Lucky Streaks","West Face > Fairview Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105840692/lucky-streaks,3.7,-1,Trad,5.10+,6,650,37.87012,-119.40627
"The Great Escape","L.  The Chapel Wall > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105867142/the-great-escape,3.8,-1,Sport,5.11d,4,449,37.738,-119.59215
"Hobbit Book","West Face > Mariuolumne Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105861268/hobbit-book,3.6,-1,Trad,5.7,4,,37.8623,-119.42265
Ahab,"Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105872907/ahab,3.6,-1,Trad,5.10b,1,130,37.72875,-119.63724
"Wheat Thin","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105871252/wheat-thin,3.7,-1,Trad,5.10c,1,80,37.71772,-119.71881
"Blown Away","West Face > DAFF Dome > DAFF Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862936/blown-away,3.7,-1,Trad,"5.9 PG13",5,500,37.8795,-119.41345
"The Prow","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105911858/the-prow,3.6,-1,"Trad, Aid","5.8 C2",12,1200,37.74778,-119.559
"South West Face (Harding) Route","Mt. Conness > Glen Aulin Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105983194/south-west-face-harding-route,3.7,-1,"Trad, Alpine",5.10c,9,1200,37.96688,-119.32128
Phobos,"Phobos/Deimos Cliff > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862966/phobos,3.7,-1,Trad,5.9+,3,275,37.84976,-119.44817
Tideline,"Olmsted Canyon Right > Olmsted Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106225753/tideline,3.7,-1,Trad,5.11a,1,70,37.81564,-119.48839
Midterm,"Ad. Arch Rock > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915149/midterm,3.7,-1,Trad,5.10b,1,130,37.6893,-119.7334
"The Grack - Center","3. The Grack Area > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862623/the-grack-center,3.4,-1,Trad,5.6,3,500,37.72993,-119.56355
"Regular Route (Higher Cathedral Spire)","3. Higher Cathedral Spire > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105956387/regular-route-higher-cathedral-spire,3.5,-1,Trad,5.9,4,400,37.71404,-119.63226
Yin-Yang,"N. Sentinel Creek Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107201090/yin-yang,3.7,-1,Trad,5.10d,2,120,37.72396,-119.60637
Gripper,"Ad. Arch Rock > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106026157/gripper,3.7,-1,Trad,5.10b,3,270,37.6893,-119.7334
"South Face Route","J. North Dome > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105984188/south-face-route,3.6,-1,Trad,5.8,7,900,37.75783,-119.56211
"North Ridge of Matthes Crest","Matthes Crest > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/108343012/north-ridge-of-matthes-crest,3.9,-1,"Trad, Alpine",5.8,1,1200,37.8186,-119.3992
"New Diversions","Ap. New Diversions > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862924/new-diversions,3.7,-1,Trad,5.10a,2,115,37.72262,-119.70258
"The Gram Traverse","Drug Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862947/the-gram-traverse,3.6,-1,Trad,5.10d,3,,37.86461,-119.42215
"Do or Fly","Puppy Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105926067/do-or-fly,3.6,-1,Trad,5.11c,1,80,37.87456,-119.34524
"Generator Crack","Az. Generator Station > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105952381/generator-crack,3.6,-1,"Trad, TR",5.10c,1,60,37.722,-119.7032
"Drive By Shooting","L.  The Chapel Wall > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106690707/drive-by-shooting,3.6,-1,Sport,5.12a,1,70,37.738,-119.59215
"Braille Book","5. Higher Cathedral Rock > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105833552/braille-book,3.5,-1,Trad,5.8+,6,700,37.71439,-119.63469
Commitment,"First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105867013/commitment,3.4,-1,Trad,5.9,3,320,37.74798,-119.59857
Catchy,"The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939236/catchy,3.6,-1,Trad,5.10d,1,100,37.71772,-119.71881
"Center of the Universe","Fifi Buttress > Q. Leaning Tower Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111928132/center-of-the-universe,3.4,-1,Trad,5.11-,13,1000,37.71073,-119.65013
"Crescent Arch","West Face > DAFF Dome > DAFF Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105860641/crescent-arch,3.5,-1,Trad,5.10a,5,,37.8795,-119.41345
"West Pillar Direct","Eichorn Pinnacle > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/108255583/west-pillar-direct,3.5,-1,"Trad, Alpine",5.10-,5,700,37.84763,-119.40724
"Crying Time Again","Northwest Face > Lembert Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105923367/crying-time-again,3.5,-1,Trad,5.10a,4,400,37.88103,-119.35106
Jamcrack,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105866367/jamcrack,3.5,-1,Trad,5.9,2,160,37.7507,-119.59446
"South Crack","Stately Pleasure Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105840361/south-crack,3.4,-1,"Trad, Alpine","5.8 R",6,600,37.83546,-119.4577
"Monday Morning Slab, Harry Daley Route","5. Monday Morning Slab > I. Glacier Point Apron > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939242/monday-morning-slab-harry-daley-route,3.4,-1,Trad,5.8,2,210,37.73295,-119.56601
"The Dike Route","Pywiack Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862957/the-dike-route,3.5,-1,"Trad, Sport","5.9 R",5,,37.8453,-119.444
"Nutcracker 5.9 Start Variation","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862632/nutcracker-59-start-variation,3.4,-1,Trad,5.9,2,200,37.73059,-119.619
"Direct Northwest Face","Northwest Face > Lembert Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105973663/direct-northwest-face,3.5,-1,Trad,5.10b/c,3,400,37.88103,-119.35106
"Absolutely Free, Center","2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106451171/absolutely-free-center,3.4,-1,Trad,5.9,3,700,37.73378,-119.61232
"Mac Daddy","North Buttress Base Routes > 7. Lower Cathedral Area > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106790674/mac-daddy,3.5,-1,Sport,5.11a,1,90,37.71997,-119.64514
"New Deviations","Ap. New Diversions > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106807133/new-deviations,3.4,-1,Trad,5.9,1,150,37.72262,-119.70258
"Waverly Wafer","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105992951/waverly-wafer,3.4,-1,Trad,5.11a,1,85,37.71772,-119.71881
Hardd,"The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105991831/hardd,3.5,-1,Trad,"5.11b PG13",2,200,37.71772,-119.71881
"West Pillar","Eichorn Pinnacle > Cathedral Range > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106110296/west-pillar,3.3,-1,"Trad, Alpine",5.9,5,600,37.84763,-119.40724
"Stone Groove","Reed's Pinnacle > At. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105898699/stone-groove,3.4,-1,Trad,5.10b,1,80,37.72439,-119.70063
"Super Hands (aka Ranger Crack)","Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105914577/super-hands-aka-ranger-crack,3.3,-1,Trad,5.8,1,70,37.75124,-119.59748
"*CLOSED FOR SAFETY* Super Slide","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105915124/closed-for-safety-super-slide,3.2,-1,Trad,5.9,5,500,37.74873,-119.57265
"The Great White Book","Stately Pleasure Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105835754/the-great-white-book,3.2,-1,"Trad, Alpine","5.6 R",5,450,37.83546,-119.4577
"Little Sheeba","West Face of the Lamb > Lamb Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105916648/little-sheeba,3.3,-1,"Trad, TR",5.10a,1,110,37.86932,-119.42588
"The Tube","Am. Pat and Jack Pinnacle > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106026200/the-tube,3.3,-1,Trad,5.11a,1,100,37.72373,-119.71362
"The Super Slacker Highway","Am. Pat and Jack Pinnacle > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108597033/the-super-slacker-highway,3.2,-1,Trad,5.10b,8,600,37.72373,-119.71362
"Knob Job","Am. Pat and Jack Pinnacle > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105870718/knob-job,3.3,-1,Trad,5.10b,1,105,37.72373,-119.71362
"Orange Plasma","West Face > East Cottage Dome (aka Erratic Dome) > Cottage Domes > DAFF Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106509898/orange-plasma,3.7,-1,"Sport, Alpine",5.11a,1,85,37.8846,-119.40825
"Errett By Bit","Dozier Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/108304345/errett-by-bit,3.2,-1,Trad,5.7,2,260,37.84942,-119.43165
Mockery,"Au. Five and Dime Cliff > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105974243/mockery,3.2,-1,Sport,5.8,1,70,37.72288,-119.69922
Selaginella,"Second Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106097044/selaginella,3.2,-1,Trad,5.8,4,560,37.75023,-119.59906
"Sherrie's Crack","Am. Pat and Jack Pinnacle > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874595/sherries-crack,3.2,-1,Trad,5.10c,1,80,37.72373,-119.71362
Dagger,"Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106029002/dagger,3.6,-1,Trad,5.11a,1,100,37.75124,-119.59748
Butterfingers,"The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106026248/butterfingers,3.3,-1,Trad,5.11a,1,80,37.71772,-119.71881
"Positively 4th Street","2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105986641/positively-4th-street,3.2,-1,Trad,5.9,2,150,37.73378,-119.61232
"American Wet Dream","Mountaineer's Dome > Tenaya Lake Picnic Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/106264809/american-wet-dream,3.2,-1,Trad,"5.10b R",5,500,37.84392,-119.45002
"Meat Grinder","The Cookie Cliff > Aj. Cookie Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105872329/meat-grinder,3.2,-1,Trad,5.10c,3,250,37.71772,-119.71881
"Aqua Knobby","Pywiack Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105898680/aqua-knobby,3.2,-1,Trad,"5.9 PG13",4,375,37.8453,-119.444
"After Seven","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874735/after-seven,3.1,-1,Trad,5.8,1,115,37.73059,-119.619
"South by Southwest","4. Lower Cathedral Spire > P. Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106026264/south-by-southwest,3.1,-1,Trad,5.10d,5,600,37.7147,-119.63078
"West Country","Stately Pleasure Dome > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105836047/west-country,3.1,-1,"Trad, Alpine",5.7,4,400,37.83546,-119.4577
"After Six","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105862639/after-six,2.9,-1,Trad,5.7,5,600,37.73059,-119.619
"West Face","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106065890/west-face,3.7,-1,Trad,5.11c,20,1800,37.73051,-119.63828
"Fish Crack","Cascade Falls - Left > An. Cascade Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106351829/fish-crack,3.8,-1,Trad,5.12a,1,100,37.72652,-119.71267
"Reed's Pinnacle Regular Route","Reed's Pinnacle > At. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106308782/reeds-pinnacle-regular-route,3.1,-1,Trad,5.9,4,300,37.72439,-119.70063
"The Surprise","First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105992030/the-surprise,3.1,-1,Trad,5.10a,3,400,37.74798,-119.59857
"La Cosita, Right","Little John and La Cosita > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105877768/la-cosita-right,3.1,-1,Trad,5.9,1,,37.72953,-119.63752
