Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Stratocaster,"Stratocaster Area > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106500890/stratocaster,3.9,-1,Sport,5.11d,1,125,36.15852,-115.4401
"Native Son","The Wake-Up Wall > Wake Up Wall Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106060595/native-son,3.3,-1,Sport,5.11c/d,1,,36.16724,-115.45361
"Prince of Darkness","Black Velvet Wall > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732458/prince-of-darkness,3.1,-1,"Trad, Sport",5.10c,6,700,36.03518,-115.46652
"Drilling Miss Daisy","Conundrum Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106126352/drilling-miss-daisy,3.3,-1,Sport,5.11a,1,40,36.16322,-115.41317
Cannabis,"Cannabis Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106060623/cannabis,3.3,-1,Sport,5.12a,1,35,36.16728,-115.4179
Cocopuss,"Coco Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105942208/cocopuss,3.2,-1,Sport,5.10-,1,80,36.14645,-115.42297
"A Day in the Life","The Gallery > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105913834/a-day-in-the-life,3.2,-1,Sport,5.11c,1,60,36.15672,-115.43841
Footloose,"Stratocaster Area > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106649113/footloose,3.1,-1,Sport,5.11b,1,60,36.15852,-115.4401
"Cirque de Soleil","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106375211/cirque-de-soleil,3.1,-1,Sport,5.11a/b,1,105,36.16986,-115.42321
Cujo,"Dog Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905259/cujo,3.2,-1,Sport,5.11d,1,30,36.14745,-115.42927
"Rebel Without a Pause","Upper Level - Right > Upper Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732527/rebel-without-a-pause,3.0,-1,Sport,5.11a,1,50,36.15582,-115.43621
"Super Guide","Wall of Confusion > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107006628/super-guide,3.2,-1,Sport,5.11a,1,45,36.15702,-115.43904
"Roto Hammer","Stone Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820177/roto-hammer,3.1,-1,Sport,5.10c,1,70,36.1558,-115.437
Conquistador,"Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106757210/conquistador,3.1,-1,Sport,5.10d,1,35,36.14543,-115.42639
Basement,"The Pier > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105879899/basement,3.1,-1,Sport,5.11c,1,60,36.1607,-115.44627
Ultraman,"Ultraman Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732638/ultraman,3.0,-1,"Sport, TR","5.8+ R",1,130,36.15151,-115.43125
"The Heavy Hitter","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826098/the-heavy-hitter,2.9,-1,Sport,5.10c/d,1,60,36.15539,-115.4361
"The De-Nogginizer","Hunter S. Thompson Dome > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105891241/the-de-nogginizer,3.0,-1,Sport,5.11a,1,75,36.15631,-115.43649
"Totally Clips","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732320/totally-clips,3.0,-1,Sport,5.11a,1,60,36.14964,-115.4299
"Manifest Destiny","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718688/manifest-destiny,3.0,-1,Sport,5.9+,1,70,36.14543,-115.42639
"Save the Heart to Eat Later","Cannibal Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105944477/save-the-heart-to-eat-later,3.0,-1,Sport,5.12a,1,50,36.14903,-115.42296
"Nightmare on Crude Street","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732548/nightmare-on-crude-street,3.0,-1,Sport,5.10d,1,60,36.15539,-115.4361
Scorpions,"Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105949670/scorpions,3.0,-1,Sport,5.11a,1,50,36.16986,-115.42321
"A Fraction of the Action","Tiger Stripe Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732635/a-fraction-of-the-action,3.0,-1,Sport,5.10a,1,120,36.14801,-115.43051
"Sister of Pain","Sweet Pain Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105918047/sister-of-pain,3.0,-1,Sport,5.11c,1,40,36.15597,-115.43663
"Side Effects","Lower Tier > Moderate Mecca > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105791450/side-effects,3.0,-1,Sport,5.10d,1,80,36.14202,-115.42093
"The Gambler","Sweet Pain Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892056/the-gambler,3.0,-1,Sport,5.11-,1,55,36.15597,-115.43663
"Shut Up and Climb","The Wake-Up Wall > Wake Up Wall Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105885132/shut-up-and-climb,3.0,-1,Sport,5.11b,1,60,36.16724,-115.45361
"Pickled Cock","Cannibal Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105944488/pickled-cock,3.0,-1,Sport,5.11c,1,50,36.14903,-115.42296
"Idiot Parade (aka Need to Rest)","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826602/idiot-parade-aka-need-to-rest,2.9,-1,Sport,5.10c,1,50,36.15539,-115.4361
"Sea of Troubles","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106608213/sea-of-troubles,2.8,-1,Sport,5.9,1,75,36.15055,-115.43111
"Mongol Hoarde","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106686396/mongol-hoarde,2.9,-1,Sport,5.10a,1,40,36.14543,-115.42639
Foe,"Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106076218/foe,2.8,-1,Sport,5.11a,1,40,36.15539,-115.4361
"Virtuous Pagans","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868744/virtuous-pagans,2.8,-1,Sport,5.10c,1,70,36.14497,-115.42471
Psychobilly,"Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826090/psychobilly,2.9,-1,Sport,5.11b,1,60,36.15539,-115.4361
"Frictiony Face Panty Waist","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107089591/frictiony-face-panty-waist,2.8,-1,Sport,5.9,1,80,36.16016,-115.4423
Friend,"Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106076229/friend,2.8,-1,Sport,5.10d,1,40,36.15539,-115.4361
"The Deluxe","Stratocaster Area > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105911032/the-deluxe,3.0,-1,Sport,5.11a/b,1,90,36.15852,-115.4401
"Turtle Wax","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105949674/turtle-wax,2.9,-1,Sport,5.11b,1,50,36.16986,-115.42321
"To Grunt and Sweat","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107958581/to-grunt-and-sweat,2.5,-1,Sport,5.8,1,60,36.15055,-115.43111
"Sour Pain","Sweet Pain Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107983200/sour-pain,2.9,-1,Sport,5.11b,1,45,36.15597,-115.43663
"Miss Conception","North Face > Whiskey Peak > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813521/miss-conception,2.8,-1,"Trad, Sport",5.10c,3,200,36.03509,-115.46345
"Sacred Undergarment Squeeze Job","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105903232/sacred-undergarment-squeeze-job,2.6,-1,Sport,5.8,1,70,36.14964,-115.4299
"Brief Encounter","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813275/brief-encounter,2.6,-1,Sport,5.8,1,60,36.14964,-115.4299
"Livin' on Borrowed Time","Upper Level - Right > Upper Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732533/livin-on-borrowed-time,2.8,-1,Sport,5.11c,1,50,36.15582,-115.43621
Maneater,"Cannibal Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105834017/maneater,2.8,-1,Sport,5.12a,1,,36.14903,-115.42296
"Baseboy (Bolted Variation)","Cannibal Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105944445/baseboy-bolted-variation,2.8,-1,Sport,5.11-,1,75,36.14903,-115.42296
"Wayward Son","Family Crag > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105991212/wayward-son,2.8,-1,Sport,5.9,1,80,36.16368,-115.41321
Squire,"Hunter S. Thompson Dome > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106104441/squire,2.8,-1,Sport,5.10c,1,50,36.15631,-115.43649
"Gift Rapped","Holiday Wall > Calico Tanks Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892354/gift-rapped,2.8,-1,Sport,5.11a,1,60,36.16286,-115.44137
Vagabonds,"Lower Level - Left > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105733016/vagabonds,2.8,-1,Sport,5.10a,1,70,36.15536,-115.43609
"Michael Angelo","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106019787/michael-angelo,2.8,-1,Sport,5.11a,1,80,36.15539,-115.4361
"Good Morning","The Wake-Up Wall > Wake Up Wall Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105910353/good-morning,2.8,-1,Sport,5.11b,1,60,36.16724,-115.45361
"Pockets of Dirt","Left Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106125706/pockets-of-dirt,2.7,-1,Sport,5.11b,1,50,36.1627,-115.44939
"Desert Pickle","Wall of Confusion > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808917/desert-pickle,2.8,-1,Sport,5.11c,1,60,36.15702,-115.43904
"Mic's Master","The Wake-Up Wall > Wake Up Wall Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105983934/mics-master,2.7,-1,Sport,5.10b,1,55,36.16724,-115.45361
"Stupid Cat","Coco Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105942220/stupid-cat,2.7,-1,Sport,5.11a,1,70,36.14645,-115.42297
"Sport Chimney","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106516267/sport-chimney,2.7,-1,Sport,5.8,1,70,36.16986,-115.42321
"Perchance to Dream","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107958589/perchance-to-dream,2.6,-1,Sport,5.8,1,90,36.15055,-115.43111
"Mind if I do a J?","The J Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107959357/mind-if-i-do-a-j,2.7,-1,Sport,5.10b,1,55,36.15031,-115.43086
"Town Dogs and Coyotes","Riding Hood Wall > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116490330/town-dogs-and-coyotes,2.6,-1,Sport,5.9+,2,245,36.14947,-115.42673
"The Die is Cast","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111157847/the-die-is-cast,2.4,-1,Sport,5.8,1,85,36.15055,-115.43111
Helltown,"Left Wall > Front Corridor > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106513072/helltown,2.7,-1,Sport,5.11c/d,1,50,36.1627,-115.44939
"Thy Spirit of a Father Lost","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112791735/thy-spirit-of-a-father-lost,2.7,-1,Sport,5.10a,1,85,36.15055,-115.43111
Wedgie,"Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106200178/wedgie,3.0,-1,Sport,5.12a,1,65,36.14964,-115.4299
"Trigger Happy","The Mass Production Wall > Calico Tanks Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105892303/trigger-happy,2.7,-1,Sport,5.10a,1,100,36.1644,-115.44322
"Viagra Falls","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732629/viagra-falls,2.6,-1,Sport,5.11d,1,50,36.14964,-115.4299
"September Knights","Cut Your Teeth Crag > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105867062/september-knights,2.6,-1,"Sport, TR",5.8,1,85,36.1534,-115.43171
"Have a Beer with Fear","Cannibal Crag > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105944620/have-a-beer-with-fear,2.7,-1,Sport,5.11b,1,60,36.14903,-115.42296
"All that, Jazz","Black Wall (aka Happy Acres) > Guardian Angel Pass > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105926130/all-that-jazz,2.7,-1,"Trad, Sport, TR",5.8,3,300,36.15232,-115.43057
"Hips Don't Lie (aka Punch Drunk)","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106082248/hips-dont-lie-aka-punch-drunk,2.7,-1,Sport,5.11b/c,1,45,36.15539,-115.4361
"Spanky Spangler","The Wake-Up Wall > Wake Up Wall Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105983941/spanky-spangler,2.7,-1,Sport,5.10,1,65,36.16724,-115.45361
"Fools Gold","Upper Level - Left > Upper Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105849794/fools-gold,2.6,-1,Sport,5.10a/b,1,55,36.15582,-115.43621
Nirvana,"Stone Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105927469/nirvana,2.8,-1,Sport,5.11a/b,1,,36.1558,-115.437
"One-Eyed Jacks","Stratocaster Area > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105818839/one-eyed-jacks,2.7,-1,Sport,5.11a/b,1,40,36.15852,-115.4401
"Sand Felipe","North Face > Whiskey Peak > (16) Black Velvet Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732785/sand-felipe,2.6,-1,Sport,5.10-,2,110,36.03509,-115.46345
"Galloping Gal","Running Man Wall > Parking Lot Area > (05) Sandstone Quarry > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106132682/galloping-gal,2.7,-1,Sport,5.11a,1,100,36.16016,-115.4423
"Umayyad Caliphate","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109545942/umayyad-caliphate,2.6,-1,Sport,5.9+,1,60,36.14543,-115.42639
"Boxer Rebellion","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813282/boxer-rebellion,2.5,-1,Sport,5.8,1,60,36.14964,-115.4299
"When the Blood Burns","The Hamlet > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106949840/when-the-blood-burns,2.5,-1,"Sport, TR",5.8,1,85,36.15055,-115.43111
"The Right Road Lost","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868754/the-right-road-lost,2.7,-1,Sport,5.10a,1,50,36.14497,-115.42471
"Crazy Eights","Hunter S. Thompson Dome > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105884599/crazy-eights,2.6,-1,Sport,5.8,1,85,36.15631,-115.43649
"Cactus Killa","Cactus Massacre > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/116697532/cactus-killa,3.1,-1,Sport,5.11b,1,60,36.14687,-115.42762
"Celestial Spheres","Dante's Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109868739/celestial-spheres,2.6,-1,Sport,5.10b,1,65,36.14497,-115.42471
"Burros Don't Gamble","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732518/burros-dont-gamble,2.6,-1,Sport,5.10c,1,80,36.15539,-115.4361
Sally,"Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112514175/sally,2.6,-1,Sport,5.9,1,30,36.15699,-115.43644
"The Pumpkin King","Meetup Wall > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107948373/the-pumpkin-king,2.6,-1,Sport,5.10a/b,1,40,36.15699,-115.43644
"Dancin' with a God","Upper Level - Left > Upper Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732545/dancin-with-a-god,2.6,-1,Sport,5.10a,1,50,36.15582,-115.43621
"Climber’s Paradise","Classic Rock Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122009393/climbers-paradise,3.2,-1,Sport,5.10-,1,50,36.14572,-115.42813
"Burros Might Fly","Lower Level - Right > Lower Level > The Black Corridor > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105918869/burros-might-fly,2.6,-1,Sport,5.10b,1,70,36.15539,-115.4361
"The Fall of Rome","Civilization Crag > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106718692/the-fall-of-rome,2.6,-1,Sport,5.10b,1,70,36.14543,-115.42639
"Panty Mime","Panty Wall > (03) First Pullout (Calico I) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105811601/panty-mime,2.6,-1,Sport,5.10d,1,50,36.14964,-115.4299
Gridlock,"The Gallery > (04) Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105923032/gridlock,2.6,-1,Sport,5.11a,1,50,36.15672,-115.43841
"Claimjumpers Special","Sunny and Steep > Kraft Mountain Area > (01) Calico Basin > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106601301/claimjumpers-special,2.6,-1,Sport,5.10c,1,75,36.16986,-115.42321
